@relation converted_data

% 37 variables
@attribute vAnaphylaxis {s0,s1}
@attribute vIntubation {s0,s1,s2}
@attribute vKinkedTube {s0,s1}
@attribute vDisconnect {s0,s1}
@attribute vMinVolSet {s0,s1,s2}
@attribute vVentMach {s0,s1,s2,s3}
@attribute vVentTube {s0,s1,s2,s3}
@attribute vVentLung {s0,s1,s2,s3}
@attribute vVentAlv {s0,s1,s2,s3}
@attribute vArtCO2 {s0,s1,s2}
@attribute vTPR {s0,s1,s2}
@attribute vHypovolemia {s0,s1}
@attribute vLVFailure {s0,s1}
@attribute vStrokeVolume {s0,s1,s2}
@attribute vInsuffAnesth {s0,s1}
@attribute vPulmEmbolus {s0,s1}
@attribute vShunt {s0,s1}
@attribute vFiO2 {s0,s1}
@attribute vPVSat {s0,s1,s2}
@attribute vSaO2 {s0,s1,s2}
@attribute vCatechol {s0,s1}
@attribute vHR {s0,s1,s2}
@attribute vCO {s0,s1,s2}
@attribute vBP {s0,s1,s2}
@attribute vLVEDVolume {s0,s1,s2}
@attribute vCVP {s0,s1,s2}
@attribute vErrCauter {s0,s1}
@attribute vErrLowOutput {s0,s1}
@attribute vExpCO2 {s0,s1,s2,s3}
@attribute vHRBP {s0,s1,s2}
@attribute vHREKG {s0,s1,s2}
@attribute vHRSat {s0,s1,s2}
@attribute vHistory {s0,s1}
@attribute vMinVol {s0,s1,s2,s3}
@attribute vPAP {s0,s1,s2}
@attribute vPCWP {s0,s1,s2}
@attribute vPress {s0,s1,s2,s3}

% 705 distinct records, 1000.0 in total
@data
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s0,s1,s1,s1,s0,s0,s1,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s2,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s1,s0,s1,s1,s1,s1,s0,s1,s2,s2,s1,s0,s1,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s1,s0,s2,s2,s0,s1,s0,s2,s1,s1,s1,s0,s1,s2,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s1,s1,s1,s1,s1,s0,s1,s0,s1,s0,s1,s1,s0,s1,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s2,s1,s0,s1,s1,s1,s0,s1,s0,s0,s1,s2,s1,s2,s2,s2,s1,s1,s0,s2,s2,s2,s0,s0,s1,s2,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s2,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s0,s1,s0,s2,s2,s2,s1,s0,s2,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s0,s1,s1,s2,s1,s0,s1,s1,s0,s1,s1,s1,s1,s0,s1,s1,s0
s1,s0,s1,s1,s1,s2,s0,s0,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s0,s0,s1,s1,s0,s2,s2,s2,s1,s0,s1,s0,s0
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s0,s0,s1,s0,s0,s1,s0,s1,s0,s0,s1,s2,s1,s0,s0,s0,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s2,s2,s2,s2,s1,s1,s1,s1,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s1,s0,s1,s0,s0,s1,s0,s1,s0,s0,s1,s2,s0,s0,s0,s0,s1,s1,s3,s2,s2,s2,s1,s1,s1,s0,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s1,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s0,s3,s2,s2,s2,s1,s1,s1,s1,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s2,s0,s1,s1,s1,s1,s0,s1,s0,s0,s1,s1,s1,s1,s0,s0,s1,s1,s3,s1,s1,s1,s1,s1,s1,s0,s1
s1,s0,s1,s1,s1,s2,s1,s1,s1,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s1,s1,s2,s1,s1,s1,s0,s3,s0,s1,s1,s1,s1,s2,s1,s1
s1,s0,s1,s1,s1,s2,s2,s0,s0,s2,s1,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s0,s0,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s0,s0,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s0,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s0,s0,s2,s2,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s0,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s0,s2,s2,s2,s1,s0,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s0,s1,s0,s0,s1,s0,s1,s0,s0,s1,s2,s0,s0,s0,s0,s1,s1,s3,s2,s2,s2,s1,s1,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s2,s2,s2,s2,s1,s1,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s1,s1,s1,s1,s1,s1,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s1,s1,s1,s1,s1,s1,s1,s1,s0,s0,s1,s2,s2,s2,s1,s2,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s1,s1,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s1,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s1,s3,s0,s2,s1,s1,s1,s1,s1,s0,s1,s2,s2,s0,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s0,s0,s1,s0,s1,s1,s0,s1,s0,s0,s1,s2,s0,s0,s0,s0,s0,s1,s3,s2,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s1,s1,s0,s1,s1,s1,s1,s3,s1,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s0,s1,s1,s1,s1,s1,s0,s1,s0,s2,s1,s2,s2,s0,s1,s1,s0,s1,s3,s2,s0,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s1,s0,s1,s0,s0,s1,s0,s1,s0,s0,s1,s2,s0,s0,s0,s0,s1,s1,s3,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s1,s1,s1,s1,s0,s1,s1,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s0
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s1,s1,s1,s2,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s0,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s0,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s1,s0,s0,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s0,s1,s1,s1,s1,s1,s2,s2,s2,s0,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s1,s2,s0,s1,s1,s1,s0,s1,s0,s1,s0,s0,s1,s2,s2,s1,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s1,s2,s2,s1,s1,s1,s1,s1,s0,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s1,s2,s2,s1,s1,s1,s1,s1,s1,s1,s0,s0,s1,s2,s2,s2,s1,s1,s1,s1,s3,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s0,s1,s1,s1,s0,s1,s0,s1,s1,s1,s1,s2,s2,s0,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s0,s1,s1,s1,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s1,s1,s1,s0,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s0,s1,s1,s1,s1,s1,s0,s1,s1,s1,s1,s2,s2,s0,s0,s0,s1,s1,s1,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s1,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s0,s0,s0,s0,s1,s1,s1,s1,s0,s0,s0,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s0,s0,s0,s1,s1,s1,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s0,s0,s0,s1,s1,s1,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s0,s1,s0,s1,s1,s1,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s0,s1,s0,s1,s1,s1,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s0,s1,s0,s1,s1,s1,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s2,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s2,s2,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s2,s2,s1,s1,s1,s1,s1,s1,s1,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s1,s1,s1,s1,s1,s1,s0,s1,s1,s1,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s2,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s2,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s1,s0,s0,s0,s1,s1,s1,s2,s0,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s2,s1,s1,s1,s0,s1,s1,s1,s1,s0,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s2,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s2,s1,s1,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s2,s0,s0,s1,s1,s1,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s0,s2,s1,s1,s2,s1,s1,s0,s1,s1,s1,s1,s2,s2,s2,s1,s1,s1,s1,s1,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s0,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s0,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s1,s0,s0,s0,s0,s1,s1,s2,s1,s1,s1,s1,s3,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s0,s1,s2,s2,s1,s0,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s0,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s3,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s2,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s0,s2,s2,s0,s0,s0,s0,s0,s0,s1,s1,s2,s0,s0,s0,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s0,s0,s0,s0,s1,s2,s1,s0,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s0,s0,s0,s1,s1,s2,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s2,s0,s0,s0,s1,s2,s1,s0,s0,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s1,s0,s0,s0,s0,s1,s1,s2,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s0,s1,s2,s2,s1,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s0,s1,s2,s2,s2,s2,s1,s2,s2,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s0,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s2,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s0,s0,s2,s1,s2,s1,s1,s2,s0,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s1,s0,s0,s0,s1,s1,s2,s2,s2,s2,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s0,s1,s1,s1,s1,s1,s0,s1,s1,s0,s0,s0,s0,s1,s1,s2,s1,s1,s1,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s0,s1,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s0,s0,s1,s0,s1,s2,s1,s0,s0,s1,s2,s1,s0,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s2,s1,s1,s1,s2,s2,s2,s2,s1,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s2,s2,s1,s1,s2,s2,s2,s2,s0,s1,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s1,s1,s0,s1,s1,s1,s0,s1,s0,s0,s2,s2,s1,s1,s2,s1,s1,s1,s0,s3,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s2,s1,s1,s1,s2,s2,s2,s2,s0,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s2,s2,s1,s1,s2,s2,s2,s2,s0,s2,s0,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s2,s2,s1,s1,s2,s2,s2,s2,s1,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s1,s1,s1,s0,s1,s1,s1,s0,s1,s1,s0,s2,s1,s1,s1,s2,s1,s1,s1,s0,s2,s2,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s1,s1,s0,s2,s1,s1,s1,s2,s1,s1,s1,s0,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s1,s1,s1,s0,s1,s1,s1,s1,s2,s2,s0,s2,s2,s1,s1,s2,s2,s0,s2,s0,s2,s1,s2,s1
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s0,s1,s1,s1,s0,s1,s2,s2,s0,s1,s1,s0,s2,s2,s1,s1,s2,s1,s1,s1,s0,s2,s1,s2,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s0,s1,s0,s1,s1,s1,s1,s1,s0,s0,s1,s1,s1,s1,s2,s1,s1,s1,s1,s2,s2,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s0,s0,s1,s1,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s0,s1,s0,s1,s1,s1,s1,s2,s1,s0,s1,s1,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s1,s1,s0,s1,s1,s1,s1,s1,s0,s0,s1,s1,s0,s1,s2,s1,s2,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s1,s1,s0,s1,s2,s2,s1,s1,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s0,s1,s1,s0,s1,s1,s1,s1,s2,s0,s0,s1,s1,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
s1,s0,s1,s1,s1,s2,s2,s2,s2,s1,s0,s1,s1,s1,s0,s1,s0,s1,s1,s0,s1,s2,s1,s0,s1,s1,s1,s1,s2,s2,s2,s2,s1,s2,s1,s1,s2
